4_1_n_affect_daily,4_2_f_affect_daily,4_nf_daily,aq_score,experiment,plot_4_1_n_affect_daily_x,plot_4_1_n_affect_daily_aq,plot_4_2_f_affect_daily_x,plot_4_2_f_affect_daily_aq
2.0,1.0,0.125,20,3,1.9595523620026318,20.119869468433784,0.9979804504804015,19.716191134447616
2.0,2.0,0.75,24,3,1.9361204198411623,23.71422332946026,2.1012355068534228,23.971533930504048
2.0,0.0,-0.875,16,3,2.0842814131384055,15.77764131285169,-0.06658590333546226,16.18294203552149
2.5,2.5,0.625,23,3,2.436718035583213,23.097071016811306,2.4503142781194263,23.173217871348005
1.5,-1.5,0.5,33,3,1.4611632552038962,33.2267176925967,-1.5640178225905832,33.17801108280402
1.5,1.5,1.5,39,3,1.461066978467164,38.80673108254591,1.5983391759214736,38.94603097591379
0.0,1.5,-0.875,25,3,-0.06735251772889861,24.780430232925273,1.5601553702112263,25.24924729145602
0.5,0.0,2.0,33,3,0.446843269885275,33.04380322569548,0.08041421907751063,33.096219963108545
3.0,0.0,1.875,24,3,2.979410030289731,23.89437134959975,0.007780871028710001,23.850637606918923
1.5,1.0,0.0,33,3,1.5593252031047224,32.72093083632623,1.0221189881607544,32.80104658787283
2.5,-0.5,1.5,26,3,2.563712561603281,25.95950631945426,-0.5666319083202083,25.825239862658716
2.0,0.5,0.5,28,3,2.0230260516000578,27.799135170811137,0.5047435383698147,27.910209738935354
0.0,1.0,0.375,29,4,-0.015175096873959916,29.304963666925357,0.9335269228094698,28.93820057862181
1.5,2.5,0.625,18,4,1.4302672854540077,17.686477853734615,2.420268982144424,18.023575493220424
0.5,1.5,1.25,40,4,0.4855245469652368,40.177173390892975,1.513524965707441,39.97633158115614
2.0,2.0,-0.5,19,4,2.0654105208427755,18.88439945839788,1.9907318709359128,18.97541673090279
0.5,2.0,0.375,26,4,0.5002016851599554,26.14070108571832,1.8955125878751469,26.00826290206212
2.0,1.5,0.5,25,4,2.0565097703902446,25.100355916833212,1.4985192032735728,25.030102741561578
2.0,2.0,3.0,17,4,2.02822084583797,16.96750262651374,1.9382182515379784,17.148163591985433
1.0,1.0,-0.25,28,4,0.9577794587743379,28.00835217822721,1.0931833312247166,27.941622691279626
0.0,0.5,-0.25,26,4,0.08796908404115596,26.276113212355686,0.4675621668844673,25.71908260771567
2.0,2.0,1.125,11,4,2.0286006393739178,10.750842980949887,2.0422783178174932,11.268488839008665
1.5,2.0,0.25,23,4,1.4134113120091363,23.083212877960385,1.9982489962782848,23.08414662849351
